"","country","year","homicide_rate","gini_coef","top_10_income_share","top_1_income_share","top_01_income_share","palma_ratio"
"2269","Saint Vincent and the Grenadines",2008,14.503855,NA,53.780003,21.42,7.99,11.204166
"2270","Saint Vincent and the Grenadines",2009,20.939644,NA,53.66,21.31,7.91,11.109731
"2271","Saint Vincent and the Grenadines",2010,22.871258,NA,53.55,21.21,7.83,11.06405
"2272","Saint Vincent and the Grenadines",2016,37.749203,NA,50.489998,21.189999,8.14,7.243902
"2273","Saint Vincent and the Grenadines",2017,36.949837,NA,49.99,21.189999,8.190001,6.8385773
"2274","Saint Vincent and the Grenadines",2018,32.294678,NA,49.5,21.18,8.24,6.462141
"2275","Saint Vincent and the Grenadines",2019,18.10843,NA,49.01,21.18,8.29,6.12625
"2276","Saint Vincent and the Grenadines",2020,31.538958,NA,48.52,21.18,8.34,5.82473
"2277","Saint Vincent and the Grenadines",2021,30.671318,NA,48.52,21.18,8.34,5.82473
"2278","Samoa",2009,8.282602,NA,46.27,15.950001,5.2000003,4.4705315
"2279","Samoa",2010,8.218974,NA,46.99,16.26,5.35,4.6478734
"2280","Samoa",2013,3.0009153,NA,47.54,16.2,5.3399997,4.787513
"2281","Samoa",2017,3.3713899,NA,48.18,16.130001,5.33,4.95679
"2282","Samoa",2018,6.1993027,NA,48.32,16.12,5.33,4.9917355
"2283","San Marino",1995,0,NA,32.989998,9.28,2.8899999,2.463779
"2284","San Marino",1996,0,NA,33.219997,9.610001,3.07,2.4902549
"2285","San Marino",1997,0,NA,34.13,10.26,3.5100002,2.6274056
"2286","San Marino",1998,0,NA,34.37,10.42,3.6,2.6256685
"2287","San Marino",1999,0,NA,34.53,10.629999,3.66,2.6500385
"2288","San Marino",2000,0,NA,34.920002,10.97,3.87,2.734534
"2289","San Marino",2001,0,NA,34.670002,10.639999,3.6100001,2.7107115
"2290","San Marino",2002,3.575387,NA,34.1,10.14,3.32,2.631173
"2291","San Marino",2003,0,NA,33.899998,10.25,3.48,2.6735015
"2292","San Marino",2004,0,NA,34.32,10.88,3.83,2.8743718
"2293","San Marino",2005,0,NA,34.56,11.07,4,2.825838
"2294","San Marino",2006,0,NA,34.940002,11.48,4.27,2.8971808
"2295","San Marino",2007,0,NA,35.15,11.509999,4.1499996,2.8530843
"2296","San Marino",2008,0,NA,33.17,10.1,3.5100002,2.5753105
"2297","San Marino",2009,0,NA,32.38,9.28,2.96,2.45489
"2298","San Marino",2010,0,NA,34.09,10.27,3.5100002,2.7648013
"2299","San Marino",2011,0,NA,34.07,10.28,3.54,2.790336
"2300","Sao Tome and Principe",1990,6.6476655,NA,NA,NA,NA,NA
"2301","Sao Tome and Principe",1991,5.687173,NA,NA,NA,NA,NA
"2302","Sao Tome and Principe",1992,9.55049,NA,NA,NA,NA,NA
"2303","Sao Tome and Principe",1993,6.241126,NA,NA,NA,NA,NA
"2304","Sao Tome and Principe",1994,6.1224804,NA,NA,NA,NA,NA
"2305","Sao Tome and Principe",2006,2.4136443,NA,NA,NA,NA,NA
"2306","Sao Tome and Principe",2007,2.3550954,NA,NA,NA,NA,NA
"2307","Sao Tome and Principe",2008,8.045815,NA,NA,NA,NA,NA
"2308","Sao Tome and Principe",2009,2.8069704,NA,NA,NA,NA,NA
"2309","Sao Tome and Principe",2010,3.2941964,0.50904155,39.379997,8.95,1.62,3.4333043
"2310","Sao Tome and Principe",2011,3.225035,NA,NA,NA,NA,NA
"2311","Saudi Arabia",1999,0.8757876,NA,NA,NA,NA,NA
"2312","Saudi Arabia",2000,0.8028815,NA,NA,NA,NA,NA
"2313","Saudi Arabia",2001,1.0368593,NA,NA,NA,NA,NA
"2314","Saudi Arabia",2002,1.2597568,NA,NA,NA,NA,NA
"2315","Saudi Arabia",2003,1.079874,NA,NA,NA,NA,NA
"2316","Saudi Arabia",2004,1.2720921,NA,NA,NA,NA,NA
"2317","Saudi Arabia",2005,1.2173307,NA,NA,NA,NA,NA
"2318","Saudi Arabia",2006,1.0046146,NA,NA,NA,NA,NA
"2319","Saudi Arabia",2007,1.0037853,NA,NA,NA,NA,NA
"2320","Serbia",2000,2.873338,0.51422626,38.72,14.45,6.1,3.5985131
"2321","Serbia",2013,1.8370023,0.5373686,37.6,11.48,3.74,4.7474747
"2322","Serbia",2014,1.5641652,0.55722,39.87,14.25,5.79,5.4392905
"2323","Serbia",2015,1.3298764,0.5773252,42.04,16.2,7.1400003,6.3028483
"2324","Serbia",2016,1.5480521,0.58358103,42.8,16.94,7.61,6.5644174
"2325","Serbia",2017,1.1520613,0.5261392,37.22,12.66,4.95,4.2488585
"2326","Serbia",2018,1.4124639,0.49689716,35.14,11.35,4.23,3.4017425
"2327","Seychelles",2004,11.804355,NA,NA,NA,NA,NA
"2328","Seychelles",2006,10.333781,0.6253551,52.09,20.56,7.3799996,6.7474093
"2329","Seychelles",2007,9.057509,NA,NA,NA,NA,NA
"2330","Seychelles",2008,6.693142,NA,NA,NA,NA,NA
"2331","Seychelles",2009,15.379545,NA,NA,NA,NA,NA
"2332","Seychelles",2010,9.739364,NA,NA,NA,NA,NA
"2333","Seychelles",2011,17.05266,NA,NA,NA,NA,NA
"2334","Seychelles",2012,4.1968756,NA,NA,NA,NA,NA
"2335","Seychelles",2013,18.611576,NA,NA,NA,NA,NA
"2336","Seychelles",2014,16.326365,NA,NA,NA,NA,NA
"2337","Seychelles",2015,7.0536075,NA,NA,NA,NA,NA
"2338","Seychelles",2016,11.939289,NA,NA,NA,NA,NA
"2339","Seychelles",2017,6.875519,NA,NA,NA,NA,NA
"2340","Sierra Leone",2004,2.024098,NA,NA,NA,NA,NA
"2341","Sierra Leone",2005,1.7419353,NA,NA,NA,NA,NA
"2342","Sierra Leone",2006,1.7384497,NA,NA,NA,NA,NA
"2343","Sierra Leone",2007,2.25621,NA,NA,NA,NA,NA
"2344","Sierra Leone",2008,3.0209196,NA,NA,NA,NA,NA
"2345","Sierra Leone",2009,2.5240252,NA,NA,NA,NA,NA
"2346","Sierra Leone",2010,2.5323544,NA,NA,NA,NA,NA
"2347","Sierra Leone",2011,2.8280268,0.541829,42.95,10.69,2.24,4.110048
"2348","Sierra Leone",2012,1.6645583,NA,NA,NA,NA,NA
"2349","Sierra Leone",2015,1.6951996,NA,NA,NA,NA,NA
"2350","Singapore",1990,1.5551538,0.47296008,37.66,10.94,3.12,2.7896297
"2351","Singapore",1991,1.6342906,0.45675045,35.84,10.09,2.86,2.5508897
"2352","Singapore",1992,1.3319988,0.4538088,35.45,10.46,2.97,2.5
"2353","Singapore",1993,1.7395837,0.45365977,35.41,10.719999,3.09,2.4954193
"2354","Singapore",1994,1.4249929,0.43686467,33.6,10.22,3.17,2.2656777
"2355","Singapore",1995,1.5237558,0.43589103,33.45,10.04,3.19,2.2525253
"2356","Singapore",1996,0.9036386,0.45937398,35.11,10.16,3.1399999,2.559038
"2357","Singapore",1997,1.0104637,0.46012485,35.16,10.4800005,3.3300002,2.5626822
"2358","Singapore",1998,1.0345829,0.47637555,37.04,11.26,3.58,2.8210206
"2359","Singapore",1999,0.9832392,0.5051348,40.55,12.95,4.3,3.3210483
"2360","Singapore",2000,1.011446,0.51574695,41.99,13.44,4.49,3.5256088
"2361","Singapore",2001,0.77644694,0.5505806,46.399998,15.25,4.8,4.2647057
"2362","Singapore",2002,0.742196,0.54730856,46.149998,15.25,5.0099998,4.1878405
"2363","Singapore",2003,0.63883954,0.53444386,44.710003,14.43,4.5699997,3.911636
"2364","Singapore",2004,0.46834004,0.5158569,42.5,13.809999,4.4300003,3.515302
"2365","Singapore",2006,0.3789075,0.5186804,42.96,14.45,4.8300004,3.5592377
"2366","Singapore",2007,0.38599643,0.511941,41.93,14.280001,5.06,3.4144952
"2367","Singapore",2008,0.5580355,0.54896104,46.74,15.35,4.98,4.2222223
"2368","Singapore",2009,0.3991455,0.5327569,44.800003,13.85,4.07,3.8754325
"2369","Singapore",2010,0.36796108,0.52258617,43.36,13.59,4.24,3.6498315
"2370","Singapore",2011,0.30295318,0.5355354,45.120003,14.040001,4.29,3.937173
"2371","Singapore",2012,0.2044228,0.534454,44.97,13.76,4.12,3.9240837
"2372","Singapore",2013,0.31032914,0.53708625,45.260002,13.76,4.12,3.980651
"2373","Singapore",2014,0.25132388,NA,NA,NA,NA,NA
"2374","Singapore",2015,0.24778682,NA,NA,NA,NA,NA
"2375","Singapore",2016,0.31512976,NA,NA,NA,NA,NA
"2376","Singapore",2017,0.19082357,NA,NA,NA,NA,NA
"2377","Slovakia",1997,2.609103,0.36594534,25.92,6.57,2.04,1.4991324
"2378","Slovakia",1998,2.3831332,0.37735957,26.94,6.9799995,2.08,1.6016647
"2379","Slovakia",1999,2.623441,0.3847832,27.91,7.8,2.54,1.6712575
"2380","Slovakia",2000,2.3992457,0.38624203,27.89,7.43,2.25,1.6851964
"2381","Slovakia",2001,2.1947546,0.4005667,29.51,8.76,2.92,1.835199
"2382","Slovakia",2002,2.2510765,0.40244254,29.660002,8.85,2.94,1.8514357
"2383","Slovakia",2003,2.5491333,0.3965642,28.98,8.16,2.56,1.7922078
"2384","Slovakia",2004,2.0093284,0.42370903,31.16,10.19,3.9099998,2.0635762
"2385","Slovakia",2005,1.729833,0.41611436,30.79,9.67,3.42,1.9877341
"2386","Slovakia",2006,1.5249472,0.41844794,31.150002,9.78,3.3799999,2.0253577
"2387","Slovakia",2007,1.5246221,0.4146974,30.809998,9.37,3.08,1.9890252
"2388","Slovakia",2008,1.5980272,0.38989407,29.390001,8.85,3,1.7227433
"2389","Slovakia",2009,1.4474126,0.39034125,28.369999,8.57,3.1,1.7330482
"2390","Slovakia",2010,1.6492403,0.4153774,31.690002,11.16,4.5899997,1.994336
"2391","Slovakia",2011,1.7768961,0.40141726,30.000002,9.63,3.6499999,1.8495685
"2392","Slovakia",2012,1.3865052,0.39485115,29.359999,9.54,3.7700002,1.7772397
"2393","Slovakia",2013,1.4405127,0.41488323,32.31,11.76,4.89,2.0006192
"2394","Slovakia",2014,1.328519,0.38832587,29.750002,10.24,4.19,1.744868
"2395","Slovakia",2015,0.8848832,0.40571994,31.39,11.200001,4.64,1.9093674
"2396","Slovakia",2016,1.1047275,0.38872418,29.15,9.19,3.41,1.7361525
"2397","Slovakia",2017,1.470746,0.37343988,27.18,8.5199995,3.39,1.5904038
"2398","Slovakia",2018,1.2300924,0.38148907,27.24,7.95,2.8899999,1.6670747
"2399","Slovenia",1992,2.410437,0.32679302,24.26,5.11,1.09,1.1974334
"2400","Slovenia",1993,1.3054277,0.3698145,27.210001,5.77,1.17,1.54077
"2401","Slovenia",1994,2.0588024,0.35841176,26.609999,6.1299996,1.38,1.4337285
"2402","Slovenia",1995,2.2098272,0.38572437,28.310001,6.52,1.4399999,1.6941952
"2403","Slovenia",1996,1.9089084,0.42756718,28.960001,6.72,1.47,2.4295301
"2404","Slovenia",1997,1.8092016,0.376474,30.77,7.44,1.71,1.5893595
"2405","Slovenia",1998,0.70412654,0.39752653,30.669998,7.6899996,1.95,1.7153244
"2406","Slovenia",1999,1.2586462,0.3705416,31.690002,8.08,2,1.6102642
"2407","Slovenia",2000,1.8142061,0.37550938,30.51,7.7200003,2,1.5865835
"2408","Slovenia",2001,1.4123673,0.3944342,30.090002,7.2599998,1.72,1.7303047
"2409","Slovenia",2002,1.8147292,0.38247037,30.66,7.4,1.75,1.6708447
"2410","Slovenia",2003,1.0555886,0.406716,31.650002,7.88,1.9300001,2.1015937
"2411","Slovenia",2004,1.3522166,0.50117743,30.61,7.76,2.01,4.9450727
"2412","Slovenia",2005,0.99761647,0.41580203,30.140001,7.2200003,1.6,2.0268998
"2413","Slovenia",2006,0.59595656,0.3790276,27.1,6.5800004,1.66,1.6434202
"2414","Slovenia",2007,1.1862227,0.37962008,27.46,6.87,1.8100001,1.6492492
"2415","Slovenia",2008,0.4916341,0.3778358,27.36,6.79,1.74,1.6314847
"2416","Slovenia",2009,0.6355172,0.3675562,26.31,5.9500003,1.35,1.5359019
"2417","Slovenia",2010,0.7291154,0.41224524,29.679998,6.88,1.51,1.9734043
"2418","Slovenia",2011,0.7746485,0.404654,28.95,6.6600003,1.51,1.8835393
"2419","Slovenia",2012,0.67653966,0.41234186,29.359999,6.72,1.47,1.9851251
"2420","Slovenia",2013,0.5790459,0.4122377,29.24,6.8,1.51,1.9823729
"2421","Slovenia",2014,0.7711152,0.41655946,29.9,7.3799996,1.79,2.03125
"2422","Slovenia",2015,0.96114016,0.41191038,29.179998,6.85,1.54,1.9796472
"2423","Slovenia",2016,0.47846434,0.41355672,29.47,7.0699997,1.66,1.9871881
"2424","Slovenia",2017,0.90545523,0.40842724,29.499998,7.4199996,1.85,1.9255874
"2425","Slovenia",2018,0.42736584,0.4073313,29.640001,7.5499997,1.9200001,1.9097939
"2426","Solomon Islands",2004,4.239219,NA,42.46,14.290001,4.38,3.663503
"2427","Solomon Islands",2005,5.388757,NA,43.26,14.64,4.5499997,3.8181818
"2428","Solomon Islands",2006,4.6612535,NA,44.04,14.9800005,4.7200003,3.9747293
"2429","Solomon Islands",2007,5.152402,NA,44.800003,15.309999,4.88,4.136657
"2430","Solomon Islands",2008,3.6821635,NA,45.54,15.639999,5.04,4.304348
"2431","South Africa",1994,60.00973,0.5924186,47.31,11.26,2.49,5.3157306
"2432","South Africa",1995,61.103416,0.6022252,48.35,11.97,2.76,5.6748824
"2433","South Africa",1996,57.028854,0.6119958,49.39,12.67,3.04,6.0675673
"2434","South Africa",1997,54.070827,0.62173086,50.42,13.36,3.32,6.4974227
"2435","South Africa",1998,54.800026,0.6314302,51.45,14.059999,3.6100001,6.9715447
"2436","South Africa",1999,48.75263,0.64109427,52.469997,14.749999,3.8899999,7.4850216
"2437","South Africa",2000,46.47828,0.65072304,53.49,15.440001,4.18,8.067873
"2438","South Africa",2001,45.321045,0.65633863,54.66,16.17,4.49,8.207208
"2439","South Africa",2002,45.22097,0.66196513,55.839996,16.9,4.79,8.3467865
"2440","South Africa",2003,41.21067,0.66778934,57.08,17.23,4.84,8.532138
"2441","South Africa",2004,38.70371,0.6650293,57.35,17.43,4.97,8.157895
"2442","South Africa",2005,37.79902,0.6753745,59.06,18.34,5.4,8.584302
"2443","South Africa",2006,38.60441,0.6884338,60.070004,19.34,5.84,9.565287
"2444","South Africa",2007,36.802876,0.7089853,61.97,20.33,6.3900003,11.540037
"2445","South Africa",2008,35.763294,0.6967427,60.06,19.76,5.7999997,10.409012
"2446","South Africa",2009,32.766747,0.6898641,59.289997,18.58,5.2200003,9.964705
"2447","South Africa",2010,30.690401,0.7093805,61.43,18.77,5.3199997,11.928155
"2448","South Africa",2011,29.658684,0.71863455,62.43,18.65,5.44,13.143158
"2449","South Africa",2012,30.507084,NA,NA,NA,NA,NA
"2450","South Africa",2013,31.598028,NA,NA,NA,NA,NA
"2451","South Africa",2014,32.5327,0.7464855,65.41,19.310001,5.77,18.169445
"2452","South Africa",2015,33.41834,NA,NA,NA,NA,NA
"2453","South Africa",2016,33.703003,NA,NA,NA,NA,NA
"2454","South Africa",2017,35.903187,NA,NA,NA,NA,NA
"2455","South Korea",1990,0.4715146,0.36343473,28.09,8.38,3.54,1.6952324
"2456","South Korea",1991,0.48677853,0.3829534,28.490002,8.66,3.7099998,1.6544715
"2457","South Korea",1992,0.5364186,0.35483035,27.28,7.7299995,2.98,1.6161138
"2458","South Korea",1993,0.68197614,0.35195917,26.820002,7.09,2.46,1.5851064
"2459","South Korea",1994,0.4949064,0.3490911,26.359999,6.5,2.04,1.5560803
"2460","South Korea",1995,0.50266564,0.34622929,25.89,5.96,1.68,1.5256335
"2461","South Korea",1996,0.5396055,0.3628872,25.97,5.58,1.42,1.4797721
"2462","South Korea",1997,0.60348594,0.35493255,26.31,5.77,1.49,1.592615
"2463","South Korea",1998,0.81667113,0.36223167,27.18,6.1,1.6,1.6945137
"2464","South Korea",1999,0.82691747,0.37276223,28.029999,6.44,1.72,1.8002568
"2465","South Korea",2000,0.79071534,0.38309276,28.87,6.81,1.84,1.9093915
"2466","South Korea",2001,0.8650941,0.3984013,29.679998,7.19,1.98,2.0217984
"2467","South Korea",2002,0.7834618,0.40861848,30.47,7.6,2.12,2.1367462
"2468","South Korea",2003,0.81326205,0.41382292,31.25,8.030001,2.28,2.257948
"2469","South Korea",2004,0.8798716,0.42367223,32.010002,8.48,2.45,2.3799257
"2470","South Korea",2005,0.85828435,0.43330124,32.75,8.96,2.63,2.507657
"2471","South Korea",2006,0.86510533,0.45593795,33.719997,9.54,2.84,2.5296323
"2472","South Korea",2007,0.8925616,0.4489712,32.690002,8.74,2.63,2.4359164
"2473","South Korea",2008,0.8876776,0.47307023,35.33,10.24,2.7,2.8084261
"2474","South Korea",2009,1.0955049,0.45630217,33.48,9.29,2.8000002,2.5382867
"2475","South Korea",2010,0.99283755,0.47601897,36.44,11.57,3.7,2.8380063
"2476","South Korea",2011,0.8196075,0.47004443,35.760002,9.47,2.76,2.7507691
"2477","South Korea",2012,0.8764121,0.46545166,35.57,10.22,2.98,2.674436
"2478","South Korea",2013,0.7026197,0.45878616,34.62,9.889999,2.42,2.5625463
"2479","South Korea",2014,0.7456776,0.4617634,34.75,10.67,3.03,2.601048
"2480","South Korea",2015,0.73537487,0.43437195,32.45,9.77,3.72,2.2503467
"2481","South Korea",2016,0.6938221,0.47850573,36.78,11.64,4.62,2.875684
"2482","South Korea",2017,0.58433396,NA,NA,NA,NA,NA
"2483","South Sudan",2012,14.053967,NA,NA,NA,NA,NA
"2484","Spain",1990,1.2444314,0.48438114,37.86,11.860001,3.8400002,2.739508
"2485","Spain",1991,1.1270077,0.47480306,37.13,11.61,3.81,2.625884
"2486","Spain",1992,1.1243491,0.46678567,36.32,11.42,3.79,2.5204718
"2487","Spain",1993,1.2019016,0.46038324,35.760002,11.150001,3.6699998,2.4476385
"2488","Spain",1994,1.0826846,0.45928428,36.559998,11.63,3.9500003,2.4084322
"2489","Spain",1995,1.0322853,0.4713752,36.7,11.900001,4.13,2.562849
"2490","Spain",1996,0.9925875,0.45860475,36.48,11.71,3.99,2.4
"2491","Spain",1997,1.1523131,0.45059392,35.61,11.22,3.76,2.2989025
"2492","Spain",1998,1.2932843,0.45374095,35.440002,11.150001,3.7300003,2.3516922
"2493","Spain",1999,1.19875,0.4562223,35.78,11.38,3.8400002,2.3774087
"2494","Spain",2000,1.3573333,0.4516204,35.460003,11.240001,3.81,2.317647
"2495","Spain",2001,1.4084697,0.4441872,34.86,10.76,3.5100002,2.2289002
"2496","Spain",2002,1.3597683,0.44493514,35.05,11.09,3.7300003,2.2410486
"2497","Spain",2003,1.3899982,0.44693103,35.31,11.29,3.82,2.2824821
"2498","Spain",2004,1.2104378,0.44516012,35.23,11.200001,3.78,2.2425206
"2499","Spain",2005,1.1857516,0.44905892,34.57,10.9,3.6299999,2.3232527
"2500","Spain",2006,1.071521,0.4548475,35.34,11.3,3.7300003,2.4172366
"2501","Spain",2007,1.0652927,0.44900468,35.08,11.31,3.8400002,2.3324468
"2502","Spain",2008,0.8854267,0.4494594,35.05,11.5,4.03,2.3429143
"2503","Spain",2009,0.8885482,0.46178713,35.29,12.24,4.5699997,2.6063516
"2504","Spain",2010,0.8610181,0.4547706,34.27,11.36,4.09,2.5014598
"2505","Spain",2011,0.8238954,0.45275575,34.05,11.17,3.9099998,2.4817784
"2506","Spain",2012,0.77850837,0.4531705,34.57,11.92,4.35,2.494228
"2507","Spain",2013,0.64802057,0.4568206,34.66,11.87,4.3,2.5485294
"2508","Spain",2014,0.6951536,0.4588153,34.86,12.02,4.4,2.5726938
"2509","Spain",2015,0.65042275,0.46006137,35.25,12.43,4.65,2.5824175
"2510","Spain",2016,0.6326211,0.4620796,35.09,12.5,4.77,2.6324081
"2511","Spain",2017,0.65902215,0.45117748,34.75,12.41,4.78,2.4523642
"2512","Sri Lanka",1990,11.537951,0.54778874,44.620003,17.67,6.6200004,4.1124425
"2513","Sri Lanka",1995,8.879073,0.5620455,45.3,16.16,4.99,4.5074625
"2514","Sri Lanka",1996,9.687539,NA,NA,NA,NA,NA
"2515","Sri Lanka",1997,10.032997,NA,NA,NA,NA,NA
"2516","Sri Lanka",1999,10.2782955,NA,NA,NA,NA,NA
"2517","Sri Lanka",2005,6.196037,NA,NA,NA,NA,NA
"2518","Sri Lanka",2006,10.286499,0.60620064,49.68,21.279999,8.38,5.8378377
"2519","Sri Lanka",2008,9.869049,NA,NA,NA,NA,NA
"2520","Sri Lanka",2009,5.365562,0.5722696,46.42,18.56,6.78,4.7610254
"2521","Sri Lanka",2010,3.6915977,NA,NA,NA,NA,NA
"2522","Sri Lanka",2011,3.5091517,NA,NA,NA,NA,NA
"2523","Sri Lanka",2012,3.2164214,0.59189504,48.66,20.57,8.09,5.3122272
"2524","Sri Lanka",2013,2.9292407,NA,NA,NA,NA,NA
"2525","Sri Lanka",2014,2.6036446,NA,NA,NA,NA,NA
"2526","Sri Lanka",2015,2.2824526,NA,NA,NA,NA,NA
"2527","Sri Lanka",2016,2.4736886,0.5911437,48.98,20.47,7.6499996,5.272336
"2528","Sri Lanka",2017,2.2597492,NA,NA,NA,NA,NA
"2529","Sweden",1990,1.1113183,0.3170226,24.439999,7.1500006,2.8899999,1.1783992
"2530","Sweden",1991,1.3381163,0.324095,24.94,6.6699996,2.16,1.2261554
"2531","Sweden",1992,1.3194029,0.31958652,24.779999,6.41,1.94,1.193067
"2532","Sweden",1993,1.2437518,0.33190897,25.8,7.28,2.56,1.2721894
"2533","Sweden",1994,1.146334,0.35592508,28.439999,9.72,4.24,1.472812
"2534","Sweden",1995,0.9933213,0.36583695,29.47,10.74,5.05,1.5494217
"2535","Sweden",1996,1.1268576,0.3544958,28.330002,9.54,4.1,1.462571
"2536","Sweden",1997,0.9877531,0.3693918,29.429998,10.47,4.8,1.5831091
"2537","Sweden",1998,1.042064,0.3741495,29.499998,10.49,4.78,1.6289343
"2538","Sweden",1999,1.1413879,0.3775201,29.730001,10.59,4.8300004,1.6516666
"2539","Sweden",2000,1.0821726,0.34282348,27.12,9.77,4.86,1.3815589
"2540","Sweden",2001,0.97788537,0.32916674,25.9,8.120001,3.39,1.2879164
"2541","Sweden",2002,1.1315243,0.3349623,26.26,8.71,4.02,1.3176117
"2542","Sweden",2003,0.9485012,0.34713408,27.33,10.21,5.15,1.4138645
"2543","Sweden",2004,1.1883261,0.37304977,29.359999,10.55,4.62,1.6265928
"2544","Sweden",2005,0.916951,0.40953535,32.300003,11.45,4.5,1.9743277
"2545","Sweden",2006,0.9994816,0.41757688,33.289997,12.549999,5.31,2.049877
"2546","Sweden",2007,1.2112254,0.41701075,32.510002,11.990001,5.09,2.0420854
"2547","Sweden",2008,0.88847756,0.4106486,31.490002,11.01,4.5,1.9718221
"2548","Sweden",2009,0.99984807,0.4035997,30.230001,9.62,3.4899998,1.9000628
"2549","Sweden",2010,0.9699704,0.41963282,31.400002,10.83,4.44,2.0712402
"2550","Sweden",2011,0.85556865,0.41235334,30.739998,10.28,4.14,1.9870718
"2551","Sweden",2012,0.71159583,0.39218596,29.699999,9.68,3.5500002,1.7978208
"2552","Sweden",2013,0.9016542,0.39291632,29.65,9.63,3.56,1.8068252
"2553","Sweden",2014,0.89253575,0.39801383,29.83,9.72,3.6299999,1.8470588
"2554","Sweden",2015,1.1371311,0.4068468,30.669998,10.22,3.8899999,1.9435995
"2555","Sweden",2016,1.0649716,0.3910558,28.99,8.92,3.1,1.7785276
"2556","Sweden",2017,1.1234626,0.398301,29.94,9.7300005,3.6100001,1.8550186
"2557","Switzerland",1990,1.6389308,0.41645733,31.630001,10.809999,4.27,1.9968435
"2558","Switzerland",1991,1.4421536,0.39923924,30.93,10.25,3.8899999,1.8388823
"2559","Switzerland",1992,1.3530856,0.39118358,29.85,9.49,3.58,1.7254335
"2560","Switzerland",1993,1.5138144,0.38762614,30.03,9.54,3.5500002,1.7023809
"2561","Switzerland",1994,1.1442405,0.3914578,30.48,9.84,3.7,1.7220339
"2562","Switzerland",1995,1.1650546,0.39199552,30.25,9.82,3.74,1.7285714
"2563","Switzerland",1996,1.1740259,0.39501408,31.73,10.8,4.16,1.7785875
"2564","Switzerland",1997,1.2276002,0.40586424,32.06,11.2300005,4.56,1.8596288
"2565","Switzerland",1998,1.0691845,0.41328147,32.600002,11.46,4.64,1.9278533
"2566","Switzerland",1999,1.2461151,0.39912805,32.05,10.84,4.13,1.8241321
"2567","Switzerland",2000,0.9607273,0.42415336,32.440002,11.18,4.38,2.1037614
"2568","Switzerland",2001,1.1904098,0.40672395,31.46,10.34,3.8400002,1.9253366
"2569","Switzerland",2002,1.1818901,0.40760183,30.42,9.38,3.3500001,1.9180328
"2570","Switzerland",2009,0.6593914,0.41241503,30.86,9.94,3.79,1.9794741
"2571","Switzerland",2010,0.6647546,0.43374047,33.09,11.5,4.56,2.2252858
"2572","Switzerland",2011,0.5814702,0.43287843,33.289997,11.82,4.78,2.220814
"2573","Switzerland",2012,0.5627998,0.42422,32.15,10.639999,4.1,2.1081967
"2574","Switzerland",2013,0.7047158,0.42559725,32.34,10.58,3.9099998,2.1248357
"2575","Switzerland",2014,0.50074553,0.42349926,32.05,10.57,4.02,2.1085527
"2576","Switzerland",2015,0.6882618,0.42210236,31.82,10.7699995,4.35,2.0838244
"2577","Switzerland",2016,0.53744835,0.42287254,31.670002,10.629999,4.27,2.095963
"2578","Switzerland",2017,0.5324381,0.41950777,31.400002,10.31,4.04,2.0522876
"2579","Syria",1997,1.9597462,NA,NA,NA,NA,NA
"2580","Syria",1998,2.167666,NA,NA,NA,NA,NA
"2581","Syria",1999,2.0753148,NA,NA,NA,NA,NA
"2582","Syria",2000,2.189156,NA,NA,NA,NA,NA
"2583","Syria",2001,2.2477353,NA,NA,NA,NA,NA
"2584","Syria",2002,2.1440198,NA,NA,NA,NA,NA
"2585","Syria",2003,2.2996526,0.64577484,54.22,21.38,6.65,7.5515323
"2586","Syria",2004,2.3556726,0.6514219,54.25,20.66,5.9300003,8.121258
"2587","Syria",2005,2.3138735,NA,NA,NA,NA,NA
"2588","Syria",2006,2.2951822,NA,NA,NA,NA,NA
"2589","Syria",2007,2.5745053,NA,NA,NA,NA,NA
"2590","Syria",2008,2.4634373,NA,NA,NA,NA,NA
"2591","Syria",2009,2.1807632,NA,NA,NA,NA,NA
"2592","Syria",2010,2.0727417,NA,NA,NA,NA,NA
"2593","Tajikistan",1990,3.100855,NA,NA,NA,NA,NA
"2594","Tajikistan",1991,2.6636405,NA,NA,NA,NA,NA
"2595","Tajikistan",1992,10.696213,NA,NA,NA,NA,NA
"2596","Tajikistan",1993,22.805952,NA,NA,NA,NA,NA
"2597","Tajikistan",1994,10.957974,NA,NA,NA,NA,NA
"2598","Tajikistan",1995,7.352726,NA,NA,NA,NA,NA
"2599","Tajikistan",1996,8.019088,NA,NA,NA,NA,NA
"2600","Tajikistan",1997,8.141154,NA,NA,NA,NA,NA
"2601","Tajikistan",1998,7.974916,NA,NA,NA,NA,NA
"2602","Tajikistan",1999,5.7677727,0.49609944,38.12,12.06,3.68,3.1478117
"2603","Tajikistan",2000,4.5113993,NA,NA,NA,NA,NA
"2604","Tajikistan",2001,3.6356204,NA,NA,NA,NA,NA
"2605","Tajikistan",2002,2.7515554,NA,NA,NA,NA,NA
"2606","Tajikistan",2003,2.4578526,0.5392982,41.800003,14.040001,4.29,4.0621963
"2607","Tajikistan",2004,2.0878656,0.5384469,42.15,13.330001,3.79,4.0567856
"2608","Tajikistan",2005,2.265792,NA,NA,NA,NA,NA
"2609","Tajikistan",2006,2.748881,NA,NA,NA,NA,NA
"2610","Tajikistan",2007,1.8362942,0.5264732,41.43,16.92,6.85,3.7057245
"2611","Tajikistan",2008,1.3652573,NA,NA,NA,NA,NA
