"","country","year","homicide_rate","gini_coef","top_10_income_share","top_1_income_share","top_01_income_share","palma_ratio"
"740","Dominican Republic",1995,12.795827,NA,NA,NA,NA,NA
"741","Dominican Republic",1996,12.880175,NA,NA,NA,NA,NA
"742","Dominican Republic",1997,12.736077,NA,NA,NA,NA,NA
"743","Dominican Republic",1998,13.535172,NA,NA,NA,NA,NA
"744","Dominican Republic",1999,12.673316,NA,NA,NA,NA,NA
"745","Dominican Republic",2000,14.167305,NA,NA,NA,NA,NA
"746","Dominican Republic",2001,12.631157,NA,NA,NA,NA,NA
"747","Dominican Republic",2002,14.542187,NA,NA,NA,NA,NA
"748","Dominican Republic",2003,21.323223,NA,NA,NA,NA,NA
"749","Dominican Republic",2004,24.759134,NA,NA,NA,NA,NA
"750","Dominican Republic",2005,26.121775,NA,NA,NA,NA,NA
"751","Dominican Republic",2006,23.093077,NA,NA,NA,NA,NA
"752","Dominican Republic",2007,22.452177,NA,NA,NA,NA,NA
"753","Dominican Republic",2008,25.139275,NA,NA,NA,NA,NA
"754","Dominican Republic",2009,24.616344,NA,NA,NA,NA,NA
"755","Dominican Republic",2010,25.307508,NA,NA,NA,NA,NA
"756","Dominican Republic",2011,25.37426,NA,NA,NA,NA,NA
"757","Dominican Republic",2012,22.610174,NA,NA,NA,NA,NA
"758","Dominican Republic",2013,19.474157,0.69150466,56.629997,19.460001,4.7200003,15.02122
"759","Dominican Republic",2014,17.603382,0.67526203,53.88,19.97,5.89,13.336634
"760","Dominican Republic",2016,15.35014,0.6805755,55.78,24.17,6.03,12.534831
"761","Dominican Republic",2017,11.420795,0.655906,52.890003,19.06,4.22,10.556887
"762","Dominican Republic",2018,9.920551,0.6719037,55.190002,25.41,10.58,11.060121
"763","Dominican Republic",2021,10.541584,0.6194607,47.77,15.27,3.5100002,8.685454
"764","East Timor",2004,2.4313192,NA,NA,NA,NA,NA
"765","East Timor",2005,4.7456264,NA,NA,NA,NA,NA
"766","East Timor",2006,4.9267797,NA,NA,NA,NA,NA
"767","East Timor",2007,6.082236,0.5228798,40.239998,14.599999,5.2400002,3.6350496
"768","East Timor",2008,3.3554585,NA,NA,NA,NA,NA
"769","East Timor",2009,3.0031722,NA,NA,NA,NA,NA
"770","East Timor",2010,3.5829568,NA,NA,NA,NA,NA
"771","East Timor",2015,4.063648,NA,NA,NA,NA,NA
"772","Ecuador",2002,14.582335,0.6598817,53.030003,19.04,3.94,10.822449
"773","Ecuador",2007,15.948823,0.65926695,53.06,19.49,4.11,10.465484
"774","Ecuador",2008,17.983282,0.6324179,49.41,14.280001,2.8799999,9.049451
"775","Ecuador",2009,17.805342,0.62862855,48.48,14.07,2.35,9.395349
"776","Ecuador",2010,17.505487,0.64071745,50.410004,17.83,4.33,9.807393
"777","Ecuador",2011,15.376308,0.5997163,44.55,12.9800005,2.6399999,7.3636365
"778","Ecuador",2012,12.412907,0.6171218,46.8,19.61,9.38,8.571428
"779","Ecuador",2013,10.971196,0.59645396,45.43,15.870001,4.2599998,6.87292
"780","Ecuador",2014,8.209052,0.5752226,43.99,14.749999,3.83,5.6981864
"781","Ecuador",2015,6.4831214,0.5622278,41.73,12.36,3.19,5.3845162
"782","Ecuador",2016,5.8334804,0.5587598,40.75,12.32,3.3500001,5.3902116
"783","Ecuador",2017,5.8094463,0.5710532,42.26,13.76,3.6100001,5.7811217
"784","Ecuador",2018,5.841674,0.5719853,42.46,13.179999,3.34,5.905424
"785","Ecuador",2019,6.843968,0.5709294,41.61,12.36,2.87,6.0567684
"786","Egypt",1990,0.47015947,0.5478048,46.2,15.950001,4.3,3.9930856
"787","Egypt",1991,0.49137506,NA,NA,NA,NA,NA
"788","Egypt",1992,0.46008325,0.5450287,46.059998,16.18,4.44,3.92
"789","Egypt",1993,0.39750937,0.5436929,45.989998,16.29,4.5099998,3.887574
"790","Egypt",1994,0.36797592,0.5423901,45.93,16.4,4.58,3.853188
"791","Egypt",2003,0.62003607,0.58678454,49.73,18.65,5,5.0283113
"792","Egypt",2004,0.41536367,0.58521175,49.42,18.449999,5.0099998,5.002024
"793","Egypt",2005,0.6601302,0.58521557,49.309998,18.66,5.1800003,4.9959474
"794","Egypt",2006,0.6808908,0.58521914,49.21,18.85,5.3399997,4.9959393
"795","Egypt",2007,0.8270619,0.58522266,49.11,19.04,5.48,4.9959307
"796","Egypt",2008,1.1533216,0.58522576,49.02,19.210001,5.6200004,4.996942
"797","Egypt",2009,1.0666534,0.57521397,48.28,18.35,5.08,4.7102437
"798","Egypt",2010,2.1076782,0.56517106,47.54,17.49,4.5299997,4.442991
"799","Egypt",2011,3.0302672,0.5711806,47.5,17.76,5.02,4.634146
"800","Egypt",2012,2.4188852,0.5771168,47.46,18.029999,5.51,4.8428574
"801","Egypt",2014,3.0232553,0.5861903,48.769997,19.5,5.73,5.0591288
"802","Egypt",2015,1.750853,0.59055954,49.39,20.21,5.83,5.166318
"803","Egypt",2016,1.5353159,0.5856021,48.85,19.76,6.01,5.0154004
"804","Egypt",2017,1.3360921,0.58078575,48.32,19.320002,6.18,4.880808
"805","El Salvador",2002,47.161377,0.67270935,50.86,17.85,4.8500004,18.630037
"806","El Salvador",2003,55.684162,0.65260375,49.38,15.84,2.74,13.603306
"807","El Salvador",2004,64.56631,0.65529007,50.15,17.11,3.03,13.51752
"808","El Salvador",2005,64.29476,0.6819186,52.530003,19.96,6.3600006,19.455555
"809","El Salvador",2006,65.07651,0.6527839,49.96,15.82,2.51,13.394102
"810","El Salvador",2007,57.85778,0.6607753,51.35,17.83,2.91,13.620689
"811","El Salvador",2008,52.38873,0.65651333,50.739998,16.88,2.94,13.317585
"812","El Salvador",2009,71.939995,0.6522514,50.120003,15.940001,2.97,13.052083
"813","El Salvador",2010,65.210625,0.6349336,47.22,13.259999,2.6000001,11.864322
"814","El Salvador",2011,71.21968,0.6295192,46.81,14.17,2.51,11.171838
"815","El Salvador",2012,42.10158,0.62410814,46.41,15.080001,2.43,10.523809
"816","El Salvador",2013,40.62634,0.6636852,52.469997,23.06,5,12.797561
"817","El Salvador",2014,63.144913,0.65862554,51.2,21.23,4.88,13.544973
"818","El Salvador",2015,106.8196,0.63224375,47.06,15.099999,2.51,12.416886
"819","El Salvador",2016,84.40911,0.64555895,48.71,19.35,5.98,13.530556
"820","El Salvador",2017,63.223526,0.6110119,43.51,13.789999,2.8200002,10.93216
"821","El Salvador",2018,53.311302,0.6112361,43.77,13.66,2.74,10.623786
"822","Eritrea",2012,14.572975,NA,NA,NA,NA,NA
"823","Estonia",1999,11.186332,0.5355151,41.780003,16.1,6.41,4.0211744
"824","Estonia",2000,10.237125,0.54598397,42.09,15.23,5.7999997,4.299285
"825","Estonia",2001,9.870357,0.5350126,41.06,14.669999,5.44,4.04532
"826","Estonia",2002,10.295525,0.55041015,42.809998,16.46,6.6699996,4.404321
"827","Estonia",2007,7.161109,0.5194507,39.52,15.77,7.09,3.774594
"828","Estonia",2008,6.432258,0.49871615,37.6,13.2699995,5.02,3.2809772
"829","Estonia",2009,5.245208,0.47110224,34.51,9.59,2.8000002,2.6960938
"830","Estonia",2010,5.2570906,0.48924902,36,11.240001,3.8899999,2.9826014
"831","Estonia",2011,4.8966837,0.500619,37.25,12.89,4.96,3.2307024
"832","Estonia",2012,4.7630496,0.5146704,39.17,14.360001,5.65,3.5544465
"833","Estonia",2013,3.9454272,0.52160746,38.79,13.009999,4.64,3.708413
"834","Estonia",2014,3.118995,0.5165876,38.38,13.22,4.96,3.6310313
"835","Estonia",2015,3.4229474,0.49273008,35.73,11.37,4.04,3.1816564
"836","Estonia",2016,2.5077407,0.48449257,35.27,11.49,4.21,3.0378983
"837","Estonia",2017,2.2010574,0.48319885,35.27,12.6,5.27,3.0696259
"838","Estonia",2018,2.1177669,0.4816743,35.27,12.92,5.66,2.986452
"839","Eswatini",1990,19.086405,NA,NA,NA,NA,NA
"840","Eswatini",1991,19.107317,NA,NA,NA,NA,NA
"841","Eswatini",1992,18.807455,NA,NA,NA,NA,NA
"842","Eswatini",1993,18.249496,NA,NA,NA,NA,NA
"843","Eswatini",1994,15.9373,0.75752664,67.68,31.61,13.29,17.177666
"844","Eswatini",1998,16.415339,NA,NA,NA,NA,NA
"845","Eswatini",1999,11.19436,NA,NA,NA,NA,NA
"846","Eswatini",2000,12.421197,0.70848954,62.22,21.76,6.0699997,11.479705
"847","Eswatini",2001,17.66859,NA,NA,NA,NA,NA
"848","Eswatini",2002,12.752086,NA,NA,NA,NA,NA
"849","Eswatini",2003,12.7503195,NA,NA,NA,NA,NA
"850","Eswatini",2004,13.6991,NA,NA,NA,NA,NA
"851","Eswatini",2005,12.967797,NA,NA,NA,NA,NA
"852","Eswatini",2006,11.783978,NA,NA,NA,NA,NA
"853","Eswatini",2007,11.162274,NA,NA,NA,NA,NA
"854","Eswatini",2008,19.910631,NA,NA,NA,NA,NA
"855","Eswatini",2009,17.079403,0.67991906,57.28,18.32,4.69,10.265233
"856","Eswatini",2010,18.910467,NA,NA,NA,NA,NA
"857","Eswatini",2011,15.560379,NA,NA,NA,NA,NA
"858","Eswatini",2012,9.357197,NA,NA,NA,NA,NA
"859","Eswatini",2013,9.120832,NA,NA,NA,NA,NA
"860","Eswatini",2014,10.48083,NA,NA,NA,NA,NA
"861","Eswatini",2015,9.877101,NA,NA,NA,NA,NA
"862","Eswatini",2016,10.15296,0.7046755,59.88,19.33,4.97,12.195519
"863","Eswatini",2017,11.290696,NA,NA,NA,NA,NA
"864","Ethiopia",2012,8.631964,NA,NA,NA,NA,NA
"865","Fiji",1990,4.1003036,NA,36.34,10.42,2.6100001,2.8681927
"866","Fiji",1991,2.1660686,NA,36.649998,10.7,2.73,2.89266
"867","Fiji",1992,3.304279,NA,36.95,10.96,2.84,2.9163377
"868","Fiji",1993,1.9006625,NA,37.25,11.22,2.96,2.9376972
"869","Fiji",1994,4.425878,NA,37.53,11.469999,3.06,2.9597793
"870","Fiji",1995,3.0293622,NA,37.81,11.72,3.17,2.9795115
"871","Fiji",1996,1.6320617,NA,38.08,11.95,3.2699997,3.0031545
"872","Fiji",1997,1.6157659,NA,38.34,12.179999,3.3700001,3.0212767
"873","Fiji",2003,2.912716,NA,41.64,13.940001,4.21,3.5109613
"874","Fiji",2004,2.653761,NA,42.46,14.290001,4.38,3.663503
"875","Fiji",2005,2.6288013,NA,43.26,14.64,4.5499997,3.8181818
"876","Fiji",2006,2.491272,NA,44.04,14.9800005,4.7200003,3.9747293
"877","Fiji",2007,2.3578339,NA,44.800003,15.309999,4.88,4.136657
"878","Fiji",2008,1.8957758,NA,45.54,15.639999,5.04,4.304348
"879","Fiji",2009,3.2172801,NA,46.27,15.950001,5.2000003,4.4705315
"880","Fiji",2010,2.2095308,NA,46.99,16.26,5.35,4.6478734
"881","Fiji",2011,2.2017837,NA,47.18,16.240002,5.35,4.694527
"882","Fiji",2012,2.1952474,NA,47.37,16.220001,5.3399997,4.746493
"883","Fiji",2013,2.0800195,NA,47.54,16.2,5.3399997,4.787513
"884","Fiji",2014,2.1844554,NA,47.710003,16.18,5.3399997,4.83384
"885","Fiji",2020,2.1729164,NA,48.59,16.09,5.3199997,5.066736
"886","Finland",1990,3.0482028,0.3497685,26.910002,5.29,0.99,1.3204122
"887","Finland",1991,3.0714896,0.3279713,25.29,4.37,0.65000004,1.1873239
"888","Finland",1992,3.093936,0.3378082,25.79,4.71,0.91,1.237524
"889","Finland",1993,2.5658207,0.338597,27.7,5.9900002,1.2,1.3121743
"890","Finland",1994,2.8888726,0.38862073,30.35,7.83,2,1.6557556
"891","Finland",1995,2.8582935,0.38119578,31.7,9.4800005,2.8899999,1.6298201
"892","Finland",1996,2.98553,0.38624218,32.04,9.55,2.8999999,1.6713614
"893","Finland",1997,2.7043104,0.4164396,33.73,11.12,3.82,1.9876252
"894","Finland",1998,2.1926656,0.41207537,34.56,12.09,4.31,1.899945
"895","Finland",1999,2.7683718,0.41258737,35.68,13.420001,5,1.9465357
"896","Finland",2000,2.8592353,0.42256886,37,14.35,5.47,2.0509977
"897","Finland",2001,3.0069377,0.42046824,36.149998,13.65,5.1600003,2.0005534
"898","Finland",2002,2.5381708,0.40897036,35.420002,13.19,4.89,1.9239544
"899","Finland",2003,1.9758338,0.46585885,32.93,11.95,4.48,3.1602688
"900","Finland",2004,2.8308342,0.45122126,32.989998,12.639999,5.02,2.7629817
"901","Finland",2005,2.2683642,0.4180351,31.600002,10.29,3.6299999,2.0653596
"902","Finland",2006,2.2596722,0.41788462,31.92,10.78,3.9,2.0700388
"903","Finland",2007,2.4391677,0.418537,31.93,10.66,3.83,2.0733767
"904","Finland",2008,2.5031288,0.4312984,32.92,10.4800005,3.5100002,2.2123656
"905","Finland",2009,2.2476897,0.41641036,30.8,8.34,2.43,2.0091324
"906","Finland",2010,2.2001498,0.43305162,31.93,9,2.73,2.199036
"907","Finland",2011,2.041511,0.43070355,31.64,8.68,2.57,2.170096
"908","Finland",2012,1.6439292,0.42525625,31.060001,8.28,2.3700001,2.1000676
"909","Finland",2013,1.6363689,0.42198464,30.880001,8.120001,2.26,2.057295
"910","Finland",2014,1.6112968,0.4253187,31.34,8.48,2.45,2.096321
"911","Finland",2015,1.4964975,0.4333072,32.23,8.97,2.6799998,2.1984992
"912","Finland",2016,1.3466251,0.4310343,32.18,9.099999,2.76,2.1772666
"913","Finland",2017,1.2163817,0.43583032,33.1,9.88,3.19,2.2304583
"914","France",1990,2.401933,0.45292696,32.74,9.47,3.58,2.5068913
"915","France",1991,2.392082,0.4487535,32.59,9.29,3.72,2.4375467
"916","France",1992,2.360015,0.44396672,31.830002,8.7300005,3.19,2.3896396
"917","France",1993,2.6624026,0.448152,32.13,9.179999,3.4299998,2.448933
"918","France",1994,2.4567506,0.4501034,32.16,9.3,3.5500002,2.4795682
"919","France",1995,2.3267012,0.45137867,32.08,9.33,3.5,2.5141065
"920","France",1996,2.0321684,0.45002097,32.620003,10.15,3.9099998,2.4787233
"921","France",1997,1.6649561,0.45197982,32.86,10.559999,4.09,2.5103133
"922","France",1998,1.6546046,0.45354286,33.149998,10.8,4.14,2.518997
"923","France",1999,1.6331859,0.45059896,33.059998,10.7,4.02,2.4671643
"924","France",2000,1.7915143,0.4518881,33.45,11.14,4.27,2.4796145
"925","France",2001,1.774132,0.45393625,33.79,11.44,4.4500003,2.5122676
"926","France",2002,1.8847018,0.44604743,33.219997,11.07,4.28,2.3933718
"927","France",2003,1.652484,0.44799134,33.59,11.469999,4.38,2.3975732
"928","France",2004,1.6470233,0.4501561,33.84,11.72,4.52,2.4275467
"929","France",2005,1.6129544,0.44762507,33.67,11.57,4.23,2.3913352
"930","France",2006,1.442896,0.44482523,33.469997,11.33,4.04,2.3553836
"931","France",2007,1.6191262,0.4499952,34.18,11.79,4.13,2.4292822
"932","France",2008,1.654218,0.45025116,34.15,11.72,4.17,2.4219859
"933","France",2009,1.318983,0.43301797,32.460003,10.27,3.41,2.2187285
"934","France",2010,1.2747306,0.4385604,32.83,10.91,3.8400002,2.2878048
"935","France",2011,1.3635943,0.4447659,33.5,11.54,4.22,2.3742027
"936","France",2012,1.2430353,0.435148,32.480003,10.52,3.56,2.2461965
"937","France",2013,1.2268063,0.4362867,32.73,10.66,3.48,2.2619212
"938","France",2014,1.2455084,0.4373642,32.85,10.82,3.6499999,2.2765074
"939","France",2015,1.5859641,0.45114803,33.34,10.34,3.5100002,2.4899178
"940","France",2016,1.2173907,0.45031407,33.379997,10.39,3.56,2.4707625
"941","France",2017,1.106883,0.45206815,33.6,10.75,3.87,2.4981413
"942","France",2018,1.0827998,0.45759127,34.26,11.71,4.66,2.5817633
"943","French Polynesia",2006,1.0913019,NA,44.04,14.9800005,4.7200003,3.9747293
"944","French Polynesia",2007,2.5163789,NA,44.800003,15.309999,4.88,4.136657
"945","French Polynesia",2008,3.2078872,NA,45.54,15.639999,5.04,4.304348
"946","French Polynesia",2009,0.35425505,NA,46.27,15.950001,5.2000003,4.4705315
"947","Georgia",1990,5.0077567,NA,NA,NA,NA,NA
"948","Georgia",1991,7.872824,NA,NA,NA,NA,NA
"949","Georgia",1992,14.696543,NA,NA,NA,NA,NA
"950","Georgia",1993,17.123318,NA,NA,NA,NA,NA
"951","Georgia",1994,11.564827,NA,NA,NA,NA,NA
"952","Georgia",1995,8.016112,NA,NA,NA,NA,NA
"953","Georgia",1996,5.6707535,NA,NA,NA,NA,NA
"954","Georgia",1997,6.142199,0.5880244,46.54,18.68,8.96,5.514218
"955","Georgia",1998,5.378004,0.6148862,50.370003,25.580002,15.33,6.241636
"956","Georgia",1999,5.5523944,0.59027994,47.04,19.65,9.64,5.5017543
"957","Georgia",2000,5.6035256,0.59185934,47.36,19.939999,9.92,5.53271
"958","Georgia",2001,6.345788,0.59005094,47.45,20.49,10.55,5.3859253
"959","Georgia",2002,7.1901217,0.56774,45.02,18.029999,8.74,4.7539597
"960","Georgia",2004,7.470807,0.55776167,43.7,17.18,8.49,4.519131
"961","Georgia",2005,10.173732,0.5722737,45.170002,18.8,9.5,4.8938246
"962","Georgia",2006,8.21075,0.57121146,45.050003,18.199999,8.91,4.8597627
"963","Georgia",2007,8.447523,0.58933437,47.21,20.460001,10.47,5.3892694
"964","Georgia",2008,6.7788773,0.5833536,46.53,19.400002,9.68,5.22809
"965","Georgia",2009,5.447189,0.56432825,44.75,18.07,8.76,4.6277146
"966","Georgia",2010,4.8738136,0.5742103,45.51,18.16,8.59,4.9737706
"967","Georgia",2016,1.0341783,0.59328896,48.23,23.75,14.07,5.370824
"968","Georgia",2017,2.4125772,0.59739923,48.859997,24.73,12.67,5.44098
"969","Georgia",2018,2.3592877,0.5922427,48.4,22.04,11.16,5.401786
"970","Germany",1990,1.1729844,0.45408767,34.37,11.71,4.44,2.5611029
"971","Germany",1991,1.4122455,0.4460673,33.18,10.809999,3.9700003,2.404348
"972","Germany",1992,1.4437997,0.4419831,32.56,10.33,3.72,2.3714495
"973","Germany",1993,1.6730069,0.4408911,31.85,9.809999,3.44,2.335044
"974","Germany",1994,2.4096794,0.43841225,31.490002,9.43,3.19,2.2951896
"975","Germany",1995,2.5048301,0.42928857,31.400002,9.16,2.94,2.1988795
"976","Germany",1996,2.3652885,0.43875685,32.350002,9.7300005,3.2699997,2.322326
"977","Germany",1997,2.2103224,0.45098022,33.14,10.22,3.5900002,2.5068078
"978","Germany",1998,1.9650563,0.461558,33.75,10.67,3.8600001,2.6553895
"979","Germany",1999,1.6258575,0.46550488,33.78,10.51,3.7099998,2.7176187
"980","Germany",2000,1.6725591,0.4676378,33.899998,10.46,3.6200001,2.7696078
"981","Germany",2001,1.4488208,0.47027528,34.06,10.400001,3.52,2.8009868
"982","Germany",2002,1.4390358,0.47477594,34.19,10.34,3.5100002,2.8682885
"983","Germany",2003,1.3485471,0.4687202,33.39,9.82,3.2699997,2.775561
"984","Germany",2004,1.3683347,0.5150877,34.02,10.54,3.6100001,4.679505
"985","Germany",2005,1.2855216,0.46046817,35.27,12.07,4.6,2.5539465
"986","Germany",2006,1.2170813,0.46472102,35.24,12.36,4.9,2.6357517
"987","Germany",2007,1.0938139,0.47997168,36.93,13.29,5.2200003,2.8650117
"988","Germany",2008,1.0231787,0.47793996,36.75,13.160001,5.13,2.8269231
"989","Germany",2009,0.9881786,0.47760063,37.01,12.84,4.5099998,2.84255
"990","Germany",2010,0.97509885,0.48297474,37.18,12.94,4.56,2.9437847
"991","Germany",2011,0.9063736,0.48123276,36.82,12.68,4.48,2.9129746
"992","Germany",2012,0.8081371,0.4823267,36.739998,12.559999,4.4,2.9345047
"993","Germany",2013,0.8349597,0.49485385,38.02,12.95,4.3900003,3.1656952
"994","Germany",2014,0.87467664,0.498066,38.49,13.12,4.44,3.2344537
"995","Germany",2015,0.8309653,0.49658448,38.39,13.089999,4.42,3.2071846
"996","Germany",2016,1.1696628,0.49469298,38.34,13.070001,4.4,3.1659784
"997","Germany",2017,0.9839711,0.49187487,38.06,13.009999,4.4,3.1145663
"998","Ghana",2001,2.144034,NA,NA,NA,NA,NA
"999","Ghana",2002,1.931755,NA,NA,NA,NA,NA
"1000","Ghana",2003,2.044116,NA,NA,NA,NA,NA
"1001","Ghana",2004,2.06332,NA,NA,NA,NA,NA
"1002","Ghana",2005,1.7469034,0.60981846,49.829998,15.83,4.4100003,6.3477707
"1003","Ghana",2006,1.783659,NA,NA,NA,NA,NA
"1004","Ghana",2007,1.6829535,NA,NA,NA,NA,NA
"1005","Ghana",2008,1.7676497,NA,NA,NA,NA,NA
"1006","Ghana",2009,1.7113706,NA,NA,NA,NA,NA
"1007","Ghana",2010,1.650067,NA,NA,NA,NA,NA
"1008","Ghana",2011,1.6141378,NA,NA,NA,NA,NA
"1009","Ghana",2012,2.0849807,0.602679,48.39,14.39,3.7700002,6.13308
"1010","Ghana",2013,2.001773,NA,NA,NA,NA,NA
"1011","Ghana",2014,1.9257805,NA,NA,NA,NA,NA
"1012","Ghana",2015,1.8184376,NA,NA,NA,NA,NA
"1013","Ghana",2016,1.8575976,0.6078388,48.91,15.23,4.17,6.4355264
"1014","Ghana",2017,2.015071,NA,NA,NA,NA,NA
"1015","Gibraltar",2009,0,NA,32.38,9.28,2.96,2.45489
"1016","Gibraltar",2010,3.1987717,NA,34.09,10.27,3.5100002,2.7648013
"1017","Greece",1990,1.0094877,0.45369422,34.12,10.13,3.48,2.4742568
"1018","Greece",1991,1.3280025,0.4547682,33.95,10.28,3.54,2.4781022
"1019","Greece",1992,1.307453,0.45513383,33.75,10.11,3.3300002,2.4944568
"1020","Greece",1993,1.4199919,0.4782298,34.88,10.34,3.74,2.8038585
"1021","Greece",1994,1.2491293,0.49589014,36.25,10.629999,3.3700001,3.1439722
"1022","Greece",1995,1.4075413,0.4902506,36.5,10.71,3.48,3.0290456
"1023","Greece",1996,1.5642636,0.49276578,37.14,11.07,3.6200001,3.059308
"1024","Greece",1997,1.8666197,0.5194265,39.11,12.76,4.76,3.561931
"1025","Greece",1998,1.6088524,0.52932066,40.02,13.61,5.27,3.7826087
"1026","Greece",1999,1.4098777,0.5323194,40.93,14.42,5.6400003,3.8613207
"1027","Greece",2001,1.1921769,0.53002673,41.36,13.789999,5.02,3.9018867
"1028","Greece",2002,0.8471051,0.5153724,39.2,12.11,3.98,3.5283527
"1029","Greece",2004,0.9986423,0.5045888,38.25,12.720001,4.64,3.2692308
"1030","Greece",2005,1.1877502,0.504751,38.05,12.47,4.44,3.3435853
"1031","Greece",2006,0.99044734,0.4945334,36.899998,12.28,4.44,3.1646655
"1032","Greece",2007,1.1720695,0.48494002,35.760002,11.48,4.02,3.0075693
"1033","Greece",2008,1.3003874,0.4586939,33.09,9.2699995,2.76,2.5932603
"1034","Greece",2009,1.3748817,0.45601895,32.600002,8.92,2.47,2.566929
"1035","Greece",2010,1.5951011,0.46799198,34.079998,9.42,2.52,2.7617505
"1036","Greece",2011,1.6720091,0.45642242,31.690002,7.57,1.72,2.5911694
"1037","Greece",2012,1.5140965,0.45933598,32.030003,8.18,2.14,2.6254098
"1038","Greece",2013,1.4018042,0.4645604,33.739998,10.87,3.9700003,2.6970425
"1039","Greece",2014,0.9849978,0.489726,36.11,13.500001,5.7799997,3.14
"1040","Greece",2015,0.86058193,0.48727107,35.83,13.240001,5.6400003,3.0808256
"1041","Greece",2016,0.7814141,0.47346595,34.6,12.04,4.76,2.831424
"1042","Greece",2017,0.8043225,0.46547517,34.29,11.91,4.61,2.6894119
"1043","Greenland",1992,23.344557,NA,36.95,10.96,2.84,2.9163377
"1044","Greenland",1993,21.540892,NA,37.25,11.22,2.96,2.9376972
"1045","Greenland",1994,10.771896,NA,37.53,11.469999,3.06,2.9597793
"1046","Greenland",1995,19.717678,NA,37.81,11.72,3.17,2.9795115
"1047","Greenland",1996,5.360972,NA,38.08,11.95,3.2699997,3.0031545
"1048","Greenland",1997,19.617634,NA,38.34,12.179999,3.3700001,3.0212767
"1049","Greenland",1998,10.690899,NA,38.59,12.4,3.4699998,3.0409772
"1050","Greenland",1999,19.605572,NA,38.83,12.610001,3.56,3.0598898
"1051","Greenland",2000,23.13826,NA,39.07,12.82,3.6499999,3.0763779
"1052","Greenland",2001,30.149328,NA,39.95,13.2,3.8400002,3.2191782
"1053","Greenland",2002,21.214533,NA,40.8,13.58,4.03,3.3635614
"1054","Greenland",2003,8.813911,NA,41.64,13.940001,4.21,3.5109613
"1055","Greenland",2004,19.34372,NA,42.46,14.290001,4.38,3.663503
"1056","Greenland",2005,17.578709,NA,43.26,14.64,4.5499997,3.8181818
"1057","Greenland",2006,14.0817795,NA,44.04,14.9800005,4.7200003,3.9747293
"1058","Greenland",2007,14.107357,NA,44.800003,15.309999,4.88,4.136657
"1059","Greenland",2008,14.139896,NA,45.54,15.639999,5.04,4.304348
"1060","Greenland",2009,17.717302,NA,46.27,15.950001,5.2000003,4.4705315
"1061","Greenland",2010,19.520506,NA,46.99,16.26,5.35,4.6478734
"1062","Greenland",2011,1.7765933,NA,47.18,16.240002,5.35,4.694527
"1063","Greenland",2012,14.235255,NA,47.37,16.220001,5.3399997,4.746493
"1064","Greenland",2013,12.4801655,NA,47.54,16.2,5.3399997,4.787513
"1065","Greenland",2014,7.148921,NA,47.710003,16.18,5.3399997,4.83384
"1066","Greenland",2015,7.156339,NA,47.88,16.17,5.33,4.875764
"1067","Greenland",2016,5.3651905,NA,48.030003,16.150002,5.33,4.9160695
"1068","Grenada",2000,13.96232,NA,54.94,22.470001,8.79,11.815054
"1069","Grenada",2001,5.5588756,NA,54.77,22.310001,8.67,11.702991
"1070","Grenada",2002,12.935296,NA,54.6,22.16,8.56,11.641791
"1071","Grenada",2003,8.276623,NA,54.45,22.02,8.45,11.536017
"1072","Grenada",2004,5.4786267,NA,54.3,21.89,8.349999,11.455696
"1073","Grenada",2005,9.977008,NA,54.16,21.76,8.25,11.378151
"1074","Grenada",2006,10.811979,NA,54.030003,21.64,8.16,11.327044
"1075","Grenada",2007,9.845647,NA,53.899998,21.529999,8.070001,11.252609
"1076","Grenada",2008,14.22494,NA,53.780003,21.42,7.99,11.204166
"1077","Grenada",2009,6.1810427,NA,53.66,21.31,7.91,11.109731
"1078","Grenada",2010,8.7689295,NA,53.55,21.21,7.83,11.06405
"1079","Grenada",2011,3.4807427,NA,53.030003,21.199999,7.88,10.198077
"1080","Grenada",2012,12.078076,NA,52.52,21.199999,7.9300003,9.446043
"1081","Grenada",2013,5.130639,NA,52,21.199999,7.98,8.798646
"1082","Grenada",2014,6.7812414,NA,51.5,21.199999,8.04,8.2137165
"1083","Grenada",2015,5.0428853,NA,50.989998,21.189999,8.09,7.7140694
"1084","Grenada",2016,9.169265,NA,50.489998,21.189999,8.14,7.243902
"1085","Grenada",2017,9.923876,NA,49.99,21.189999,8.190001,6.8385773
"1086","Grenada",2018,9.849144,NA,49.5,21.18,8.24,6.462141
"1087","Grenada",2019,13.037437,NA,49.01,21.18,8.29,6.12625
"1088","Grenada",2020,11.321091,NA,48.52,21.18,8.34,5.82473
"1089","Grenada",2021,4.012519,NA,48.52,21.18,8.34,5.82473
"1090","Guinea-Bissau",2016,3.4885912,NA,NA,NA,NA,NA
"1091","Guinea-Bissau",2017,1.1171243,NA,NA,NA,NA,NA
"1092","Hong Kong",1990,2.3464637,NA,NA,NA,NA,NA
"1093","Hong Kong",1991,1.5531497,0.55151707,45.48,16.67,4.94,4.145852
"1094","Hong Kong",1992,1.7976973,NA,NA,NA,NA,NA
"1095","Hong Kong",1993,1.4121956,NA,NA,NA,NA,NA
"1096","Hong Kong",1994,1.5562419,NA,NA,NA,NA,NA
"1097","Hong Kong",1995,1.1691488,NA,NA,NA,NA,NA
"1098","Hong Kong",1996,1.2157683,0.5317958,42.06,14.39,4.81,3.7926059
