"","Date","Index","Close"
"20061",2016-12-02,"S&P 500",2191.949951
"20062",2016-12-02,"Dow Jones",19170.41992
"20063",2016-12-02,"DAX",10513.34961
"20064",2016-12-02,"Nikkei",18426.08008
"20065",2016-12-05,"S&P 500",2204.709961
"20066",2016-12-05,"Dow Jones",19216.24023
"20067",2016-12-05,"DAX",10684.83008
"20068",2016-12-05,"Nikkei",18274.99023
"20069",2016-12-06,"S&P 500",2212.22998
"20070",2016-12-06,"Dow Jones",19251.7793
"20071",2016-12-06,"DAX",10775.32031
"20072",2016-12-06,"Nikkei",18360.53906
"20073",2016-12-07,"S&P 500",2241.350098
"20074",2016-12-07,"Dow Jones",19549.61914
"20075",2016-12-07,"DAX",10986.69043
"20076",2016-12-07,"Nikkei",18496.68945
"20077",2016-12-08,"S&P 500",2246.189941
"20078",2016-12-08,"Dow Jones",19614.81055
"20079",2016-12-08,"DAX",11179.41992
"20080",2016-12-08,"Nikkei",18765.4707
"20081",2016-12-09,"S&P 500",2259.530029
"20082",2016-12-09,"Dow Jones",19756.84961
"20083",2016-12-09,"DAX",11203.62988
"20084",2016-12-09,"Nikkei",18996.36914
"20085",2016-12-12,"S&P 500",2256.959961
"20086",2016-12-12,"Dow Jones",19796.42969
"20087",2016-12-12,"DAX",11190.20996
"20088",2016-12-12,"Nikkei",19155.0293
"20089",2016-12-13,"S&P 500",2271.719971
"20090",2016-12-13,"Dow Jones",19911.21094
"20091",2016-12-13,"DAX",11284.65039
"20092",2016-12-13,"Nikkei",19250.51953
"20093",2016-12-14,"S&P 500",2253.280029
"20094",2016-12-14,"Dow Jones",19792.5293
"20095",2016-12-14,"DAX",11244.83984
"20096",2016-12-14,"Nikkei",19253.60938
"20097",2016-12-15,"S&P 500",2262.030029
"20098",2016-12-15,"Dow Jones",19852.24023
"20099",2016-12-15,"DAX",11366.40039
"20100",2016-12-15,"Nikkei",19273.78906
"20101",2016-12-16,"S&P 500",2258.070068
"20102",2016-12-16,"Dow Jones",19843.41016
"20103",2016-12-16,"DAX",11404.00977
"20104",2016-12-16,"Nikkei",19401.15039
"20105",2016-12-19,"S&P 500",2262.530029
"20106",2016-12-19,"Dow Jones",19883.06055
"20107",2016-12-19,"DAX",11426.7002
"20108",2016-12-19,"Nikkei",19391.59961
"20109",2016-12-20,"S&P 500",2270.76001
"20110",2016-12-20,"Dow Jones",19974.61914
"20111",2016-12-20,"DAX",11464.74023
"20112",2016-12-20,"Nikkei",19494.5293
"20113",2016-12-21,"S&P 500",2265.179932
"20114",2016-12-21,"Dow Jones",19941.96094
"20115",2016-12-21,"DAX",11468.63965
"20116",2016-12-21,"Nikkei",19444.49023
"20117",2016-12-22,"S&P 500",2260.959961
"20118",2016-12-22,"Dow Jones",19918.88086
"20119",2016-12-22,"DAX",11456.09961
"20120",2016-12-22,"Nikkei",19427.66992
"20121",2016-12-23,"S&P 500",2263.790039
"20122",2016-12-23,"Dow Jones",19933.81055
"20123",2016-12-23,"DAX",11449.92969
"20124",2016-12-23,"Nikkei",NA
"20125",2016-12-27,"S&P 500",2268.879883
"20126",2016-12-27,"Dow Jones",19945.03906
"20127",2016-12-27,"DAX",11472.24023
"20128",2016-12-27,"Nikkei",19403.06055
"20129",2016-12-28,"S&P 500",2249.919922
"20130",2016-12-28,"Dow Jones",19833.67969
"20131",2016-12-28,"DAX",11474.99023
"20132",2016-12-28,"Nikkei",19401.7207
"20133",2016-12-29,"S&P 500",2249.26001
"20134",2016-12-29,"Dow Jones",19819.7793
"20135",2016-12-29,"DAX",11451.0498
"20136",2016-12-29,"Nikkei",19145.14063
"20137",2016-12-30,"S&P 500",2238.830078
